App_ID,SPDI_Category,SPDI_Records_Exposed,Primary_Vulnerability,Rule_8_ISO27001_Audited,Rule_8_Encryption_Active,Rule_5_Explicit_Consent,Rule_5_Grievance_Mechanism,BCP_IR_Plan_Tested,Operational_Loss_INR,Statutory_Fine_INR,Total_Liability_INR,Penalty_Mitigation_Percentage,Insurance_Readiness_Score
APP_NLIU_0035,Multi_Category_SPDI,955292,SSRF,1,1,1,1,1,2674817600.0,95529199.99999999,2770346800.0,80.0,100.0
APP_NLIU_0036,Rule_3_vi_Biometric_Information,1017845,CSRF,0,1,1,0,0,2442828000.0,381691875.0,2824519875.0,25.0,25.0
APP_NLIU_0037,Rule_3_ii_Financial_Data,1919461,Exception_Handling_Failure,1,1,0,0,1,5182544700.0,335905675.0,5518450375.0,65.0,85.0
APP_NLIU_0038,Rule_3_i_Passwords,455953,,0,0,1,1,0,911906000.0,193780025.0,1105686025.0,15.0,15.0
APP_NLIU_0039,Rule_3_iii_v_Health_Medical_Records,1231137,,1,1,1,1,0,2462274000.0,123113699.99999997,2585387700.0,80.0,80.0
APP_NLIU_0040,Rule_3_ii_Financial_Data,919394,,0,1,0,1,0,1838788000.0,344772750.0,2183560750.0,25.0,25.0
APP_NLIU_0041,Rule_3_i_Passwords,862735,,1,1,1,1,1,1725470000.0,86273499.99999999,1811743500.0,80.0,100.0
APP_NLIU_0042,Rule_3_ii_Financial_Data,1344110,XSS,1,1,1,1,0,2957042000.0000005,134410999.99999997,3091453000.0000005,80.0,80.0
APP_NLIU_0043,Rule_3_i_Passwords,539535,SSRF,1,1,1,1,0,1510698000.0,53953499.999999985,1564651500.0,80.0,80.0
APP_NLIU_0044,Multi_Category_SPDI,1253699,Exception_Handling_Failure,1,1,0,1,1,3384987300.0,219397325.0,3604384625.0,65.0,85.0
APP_NLIU_0045,Rule_3_ii_Financial_Data,1768655,Exception_Handling_Failure,1,1,1,1,1,4775368500.0,176865499.99999997,4952234000.0,80.0,100.0
APP_NLIU_0046,Rule_3_iii_v_Health_Medical_Records,1481470,Exception_Handling_Failure,1,1,1,1,0,3999969000.0000005,148146999.99999997,4148116000.0000005,80.0,80.0
APP_NLIU_0047,Rule_3_ii_Financial_Data,1045673,XSS,0,1,1,1,0,2300480600.0,313701900.0,2614182500.0,40.0,40.0
APP_NLIU_0048,Rule_3_iii_v_Health_Medical_Records,486018,XSS,1,0,1,1,1,1069239600.0000001,109354049.99999999,1178593650.0,55.00000000000001,75.0
APP_NLIU_0049,Rule_3_iii_v_Health_Medical_Records,1260934,CSRF,0,1,1,1,1,3026241600.0,378280200.0,3404521800.0,40.0,60.0
APP_NLIU_0050,Rule_3_i_Passwords,821015,XSS,0,1,1,1,1,1806233000.0000002,246304500.0,2052537500.0000002,40.0,60.0
APP_NLIU_0051,Multi_Category_SPDI,521456,SSRF,0,1,1,1,0,1460076800.0,156436800.0,1616513600.0,40.0,40.0
APP_NLIU_0052,Rule_3_vi_Biometric_Information,1192724,,1,0,1,1,0,2385448000.0,268362899.99999997,2653810900.0,55.00000000000001,55.00000000000001
APP_NLIU_0053,Multi_Category_SPDI,940510,SSRF,1,1,1,1,1,2633428000.0,94050999.99999999,2727479000.0,80.0,100.0
APP_NLIU_0054,Multi_Category_SPDI,1199699,SQL_Injection,0,1,1,1,1,3599097000.0,359909700.0,3959006700.0,40.0,60.0
APP_NLIU_0055,Rule_3_iii_v_Health_Medical_Records,402530,XSS,1,1,1,1,1,885566000.0000001,40252999.99999999,925819000.0000001,80.0,100.0
APP_NLIU_0056,Multi_Category_SPDI,557958,Exception_Handling_Failure,1,1,1,1,1,1506486600.0,55795799.999999985,1562282400.0,80.0,100.0
APP_NLIU_0057,Rule_3_i_Passwords,1547549,XSS,1,1,1,1,1,3404607800.0000005,154754899.99999997,3559362700.0000005,80.0,100.0
APP_NLIU_0058,Rule_3_i_Passwords,990055,CSRF,1,1,1,0,0,2376132000.0,173259625.0,2549391625.0,65.0,65.0
APP_NLIU_0059,Rule_3_i_Passwords,1964928,XSS,0,0,1,0,1,4322841600.0,982464000.0,5305305600.0,0.0,20.0
APP_NLIU_0060,Rule_3_ii_Financial_Data,1063812,CSRF,1,0,1,0,0,2553148800.0,319143600.0,2872292400.0,40.0,40.0
APP_NLIU_0061,Rule_3_ii_Financial_Data,40568,,0,0,1,0,1,81136000.0,20284000.0,101420000.0,0.0,20.0
APP_NLIU_0062,Rule_3_ii_Financial_Data,1685191,,1,0,1,1,1,3370382000.0,379167974.99999994,3749549975.0,55.00000000000001,75.0
APP_NLIU_0063,Rule_3_vi_Biometric_Information,260745,XSS,1,1,0,1,1,573639000.0,45630375.0,619269375.0,65.0,85.0
APP_NLIU_0064,Rule_3_ii_Financial_Data,377332,CSRF,1,1,1,1,0,905596800.0,37733199.99999999,943330000.0,80.0,80.0
APP_NLIU_0065,Rule_3_ii_Financial_Data,490119,,0,1,1,0,0,980238000.0,183794625.0,1164032625.0,25.0,25.0
APP_NLIU_0066,Rule_3_iii_v_Health_Medical_Records,283496,SQL_Injection,0,1,1,1,0,850488000.0,85048800.0,935536800.0,40.0,40.0
APP_NLIU_0067,Rule_3_i_Passwords,1703585,XSS,0,1,0,1,0,3747887000.0000005,638844375.0,4386731375.0,25.0,25.0
APP_NLIU_0068,Rule_3_vi_Biometric_Information,264291,CSRF,1,1,1,1,1,634298400.0,26429099.999999993,660727500.0,80.0,100.0
APP_NLIU_0069,Rule_3_i_Passwords,443866,,0,1,1,0,1,887732000.0,166449750.0,1054181750.0,25.0,45.0
APP_NLIU_0070,Multi_Category_SPDI,408562,SQL_Injection,1,0,0,1,1,1225686000.0,122568600.0,1348254600.0,40.0,60.0
APP_NLIU_0071,Rule_3_vi_Biometric_Information,685516,XSS,0,1,1,1,0,1508135200.0000002,205654800.0,1713790000.0000002,40.0,40.0
APP_NLIU_0072,Rule_3_i_Passwords,60904,,1,0,1,0,0,121808000.0,18271200.0,140079200.0,40.0,40.0
APP_NLIU_0073,Rule_3_i_Passwords,1985115,XSS,0,1,1,1,0,4367253000.0,595534500.0,4962787500.0,40.0,40.0
APP_NLIU_0074,Rule_3_vi_Biometric_Information,913573,SQL_Injection,0,1,1,1,0,2740719000.0,274071900.0,3014790900.0,40.0,40.0
APP_NLIU_0075,Rule_3_iii_v_Health_Medical_Records,283252,,1,1,1,1,1,566504000.0,28325199.999999993,594829200.0,80.0,100.0
APP_NLIU_0076,Rule_3_iii_v_Health_Medical_Records,527247,XSS,1,0,1,1,1,1159943400.0,118630574.99999999,1278573975.0,55.00000000000001,75.0
APP_NLIU_0077,Rule_3_vi_Biometric_Information,794285,Exception_Handling_Failure,1,1,1,1,1,2144569500.0000002,79428499.99999999,2223998000.0,80.0,100.0
APP_NLIU_0078,Rule_3_i_Passwords,351300,SSRF,0,1,0,1,1,983639999.9999999,131737500.0,1115377500.0,25.0,45.0
APP_NLIU_0079,Rule_3_ii_Financial_Data,271320,XSS,1,0,0,0,1,596904000.0,81396000.0,678300000.0,40.0,60.0
APP_NLIU_0080,Rule_3_i_Passwords,629747,XSS,1,0,1,1,0,1385443400.0,141693075.0,1527136475.0,55.00000000000001,55.00000000000001
APP_NLIU_0081,Multi_Category_SPDI,1472712,SQL_Injection,0,1,1,1,0,4418136000.0,441813600.0,4859949600.0,40.0,40.0
APP_NLIU_0082,Rule_3_iii_v_Health_Medical_Records,1239498,SQL_Injection,1,0,1,1,1,3718494000.0,278887050.0,3997381050.0,55.00000000000001,75.0
APP_NLIU_0083,Rule_3_ii_Financial_Data,1191477,,1,1,1,1,1,2382954000.0,119147699.99999997,2502101700.0,80.0,100.0
APP_NLIU_0084,Rule_3_i_Passwords,128225,SSRF,0,1,0,1,1,359030000.0,48084375.0,407114375.0,25.0,45.0
APP_NLIU_0085,Rule_3_ii_Financial_Data,498406,SSRF,1,1,1,1,0,1395536800.0,49840599.99999999,1445377400.0,80.0,80.0
APP_NLIU_0086,Rule_3_ii_Financial_Data,1813711,XSS,1,0,0,1,1,3990164200.0000005,544113300.0,4534277500.0,40.0,60.0
APP_NLIU_0087,Rule_3_iii_v_Health_Medical_Records,226738,,0,1,1,1,0,453476000.0,68021400.0,521497400.0,40.0,40.0
APP_NLIU_0088,Rule_3_iii_v_Health_Medical_Records,909890,SQL_Injection,1,1,0,1,0,2729670000.0,159230750.0,2888900750.0,65.0,65.0
APP_NLIU_0089,Multi_Category_SPDI,1688757,XSS,0,0,1,0,1,3715265400.0000005,844378500.0,4559643900.0,0.0,20.0
APP_NLIU_0090,Rule_3_ii_Financial_Data,865359,SQL_Injection,1,0,0,1,0,2596077000.0,259607700.0,2855684700.0,40.0,40.0
APP_NLIU_0091,Rule_3_i_Passwords,483076,SQL_Injection,1,0,1,1,1,1449228000.0,108692099.99999999,1557920100.0,55.00000000000001,75.0
APP_NLIU_0092,Rule_3_iii_v_Health_Medical_Records,1958186,SQL_Injection,0,1,1,1,0,5874558000.0,587455800.0,6462013800.0,40.0,40.0
APP_NLIU_0093,Rule_3_vi_Biometric_Information,247726,,0,1,0,1,1,495452000.0,92897250.0,588349250.0,25.0,45.0
APP_NLIU_0094,Rule_3_iii_v_Health_Medical_Records,1356387,SQL_Injection,0,0,1,1,0,4069161000.0,576464475.0,4645625475.0,15.0,15.0
APP_NLIU_0095,Rule_3_vi_Biometric_Information,726202,SQL_Injection,1,1,0,1,0,2178606000.0,127085349.99999999,2305691350.0,65.0,65.0
APP_NLIU_0096,Rule_3_ii_Financial_Data,1482635,XSS,1,1,1,1,1,3261797000.0000005,148263499.99999997,3410060500.0000005,80.0,100.0
APP_NLIU_0097,Rule_3_iii_v_Health_Medical_Records,711168,,0,1,1,1,0,1422336000.0,213350400.0,1635686400.0,40.0,40.0
APP_NLIU_0098,Rule_3_ii_Financial_Data,1477335,CSRF,0,1,1,0,0,3545604000.0,554000625.0,4099604625.0,25.0,25.0
APP_NLIU_0099,Rule_3_i_Passwords,470996,XSS,0,0,0,1,1,1036191200.0000001,235498000.0,1271689200.0,0.0,20.0
APP_NLIU_0100,Rule_3_i_Passwords,1060187,SQL_Injection,0,0,1,1,1,3180561000.0,450579475.0,3631140475.0,15.0,35.0
APP_NLIU_0101,Rule_3_i_Passwords,1403962,XSS,1,1,1,1,0,3088716400.0000005,140396199.99999997,3229112600.0000005,80.0,80.0
APP_NLIU_0102,Rule_3_iii_v_Health_Medical_Records,1924620,XSS,1,0,1,1,0,4234164000.0000005,433039499.99999994,4667203500.0,55.00000000000001,55.00000000000001
APP_NLIU_0103,Rule_3_ii_Financial_Data,1886910,XSS,1,1,1,1,1,4151202000.0000005,188690999.99999997,4339893000.0,80.0,100.0
APP_NLIU_0104,Rule_3_iii_v_Health_Medical_Records,776812,CSRF,1,1,0,1,1,1864348800.0,135942100.0,2000290900.0,65.0,85.0
APP_NLIU_0105,Multi_Category_SPDI,1348763,CSRF,1,1,1,1,1,3237031200.0,134876299.99999997,3371907500.0,80.0,100.0
APP_NLIU_0106,Rule_3_ii_Financial_Data,141343,SQL_Injection,1,1,1,1,0,424029000.0,14134299.999999996,438163300.0,80.0,80.0
APP_NLIU_0107,Rule_3_ii_Financial_Data,864299,CSRF,1,1,1,1,1,2074317600.0,86429899.99999999,2160747500.0,80.0,100.0
APP_NLIU_0108,Rule_3_vi_Biometric_Information,344233,SQL_Injection,1,1,0,0,0,1032699000.0,60240774.99999999,1092939775.0,65.0,65.0
APP_NLIU_0109,Rule_3_ii_Financial_Data,850177,,0,1,1,1,0,1700354000.0,255053100.0,1955407100.0,40.0,40.0
APP_NLIU_0110,Rule_3_i_Passwords,1543668,,0,1,1,1,0,3087336000.0,463100400.0,3550436400.0,40.0,40.0
APP_NLIU_0111,Rule_3_ii_Financial_Data,984581,,0,1,1,1,0,1969162000.0,295374300.0,2264536300.0,40.0,40.0
APP_NLIU_0112,Rule_3_i_Passwords,1243767,,1,1,1,1,1,2487534000.0,124376699.99999997,2611910700.0,80.0,100.0
APP_NLIU_0113,Multi_Category_SPDI,1720509,Exception_Handling_Failure,1,0,1,0,0,4645374300.0,516152700.0,5161527000.0,40.0,40.0
APP_NLIU_0114,Rule_3_vi_Biometric_Information,1730345,,1,0,1,1,1,3460690000.0,389327624.99999994,3850017625.0,55.00000000000001,75.0
APP_NLIU_0115,Rule_3_iii_v_Health_Medical_Records,877402,CSRF,1,1,0,1,1,2105764800.0,153545350.0,2259310150.0,65.0,85.0
APP_NLIU_0116,Multi_Category_SPDI,1340184,Exception_Handling_Failure,1,1,1,1,0,3618496800.0,134018399.99999997,3752515200.0,80.0,80.0
APP_NLIU_0117,Rule_3_vi_Biometric_Information,1302796,XSS,0,1,0,1,1,2866151200.0,488548500.0,3354699700.0,25.0,45.0
APP_NLIU_0118,Rule_3_i_Passwords,1489632,XSS,0,1,1,1,1,3277190400.0000005,446889600.0,3724080000.0000005,40.0,60.0
APP_NLIU_0119,Multi_Category_SPDI,971289,,0,0,1,1,1,1942578000.0,412797825.0,2355375825.0,15.0,35.0
APP_NLIU_0120,Rule_3_iii_v_Health_Medical_Records,647811,CSRF,0,1,1,1,0,1554746400.0,194343300.0,1749089700.0,40.0,40.0
APP_NLIU_0121,Rule_3_vi_Biometric_Information,1598526,CSRF,1,1,1,0,0,3836462400.0,279742050.0,4116204450.0,65.0,65.0
APP_NLIU_0122,Multi_Category_SPDI,809660,,1,1,0,1,0,1619320000.0,141690500.0,1761010500.0,65.0,65.0
APP_NLIU_0123,Rule_3_ii_Financial_Data,590009,SQL_Injection,1,1,1,1,1,1770027000.0,59000899.999999985,1829027900.0,80.0,100.0
APP_NLIU_0124,Rule_3_i_Passwords,667746,XSS,1,1,0,0,0,1469041200.0,116855550.0,1585896750.0,65.0,65.0
APP_NLIU_0125,Rule_3_ii_Financial_Data,798294,,1,1,1,1,1,1596588000.0,79829399.99999999,1676417400.0,80.0,100.0
APP_NLIU_0126,Rule_3_ii_Financial_Data,569396,Exception_Handling_Failure,1,1,1,1,0,1537369200.0,56939599.999999985,1594308800.0,80.0,80.0
APP_NLIU_0127,Rule_3_vi_Biometric_Information,96788,XSS,1,1,1,0,1,212933600.00000003,16937900.0,229871500.00000003,65.0,85.0
APP_NLIU_0128,Multi_Category_SPDI,473239,SSRF,1,1,1,1,0,1325069200.0,47323899.99999999,1372393100.0,80.0,80.0
APP_NLIU_0129,Rule_3_i_Passwords,249437,CSRF,1,0,1,0,0,598648800.0,74831100.0,673479900.0,40.0,40.0
APP_NLIU_0130,Rule_3_iii_v_Health_Medical_Records,1814875,,1,1,1,1,0,3629750000.0,181487499.99999997,3811237500.0,80.0,80.0
APP_NLIU_0131,Rule_3_ii_Financial_Data,871572,XSS,1,1,0,1,1,1917458400.0000002,152525100.0,2069983500.0000002,65.0,85.0
APP_NLIU_0132,Rule_3_ii_Financial_Data,1005467,XSS,0,1,1,0,1,2212027400.0,377050125.0,2589077525.0,25.0,45.0
APP_NLIU_0133,Rule_3_i_Passwords,687561,SQL_Injection,1,1,1,1,1,2062683000.0,68756099.99999999,2131439100.0,80.0,100.0
APP_NLIU_0134,Rule_3_ii_Financial_Data,1908586,SQL_Injection,1,1,1,1,0,5725758000.0,190858599.99999997,5916616600.0,80.0,80.0
APP_NLIU_0135,Multi_Category_SPDI,54966,,0,1,1,1,1,109932000.0,16489800.0,126421800.0,40.0,60.0
APP_NLIU_0136,Rule_3_ii_Financial_Data,190846,CSRF,1,1,1,1,1,458030400.0,19084599.999999996,477115000.0,80.0,100.0
APP_NLIU_0137,Rule_3_iii_v_Health_Medical_Records,1326106,Exception_Handling_Failure,0,1,1,1,0,3580486200.0,397831800.0,3978318000.0,40.0,40.0
APP_NLIU_0138,Rule_3_iii_v_Health_Medical_Records,606516,SQL_Injection,0,0,1,1,0,1819548000.0,257769300.0,2077317300.0,15.0,15.0
APP_NLIU_0139,Rule_3_ii_Financial_Data,1044524,Exception_Handling_Failure,0,1,1,1,0,2820214800.0,313357200.0,3133572000.0,40.0,40.0
APP_NLIU_0140,Multi_Category_SPDI,1199873,,1,0,1,1,0,2399746000.0,269971425.0,2669717425.0,55.00000000000001,55.00000000000001
APP_NLIU_0141,Multi_Category_SPDI,1463485,XSS,1,0,1,1,0,3219667000.0000005,329284124.99999994,3548951125.0000005,55.00000000000001,55.00000000000001
APP_NLIU_0142,Rule_3_ii_Financial_Data,1387917,SQL_Injection,1,1,0,1,1,4163751000.0,242885474.99999997,4406636475.0,65.0,85.0
APP_NLIU_0143,Rule_3_ii_Financial_Data,48021,XSS,1,1,0,1,1,105646200.00000001,8403675.0,114049875.00000001,65.0,85.0
APP_NLIU_0144,Rule_3_ii_Financial_Data,386059,,0,0,1,1,0,772118000.0,164075075.0,936193075.0,15.0,15.0
APP_NLIU_0145,Rule_3_ii_Financial_Data,154333,XSS,0,1,1,0,0,339532600.0,57874875.0,397407475.0,25.0,25.0
APP_NLIU_0146,Rule_3_i_Passwords,425594,,0,1,1,1,0,851188000.0,127678200.0,978866200.0,40.0,40.0
APP_NLIU_0147,Rule_3_iii_v_Health_Medical_Records,908606,Exception_Handling_Failure,1,0,1,1,1,2453236200.0,204436349.99999997,2657672550.0,55.00000000000001,75.0
APP_NLIU_0148,Rule_3_iii_v_Health_Medical_Records,781934,,1,1,1,1,0,1563868000.0,78193399.99999999,1642061400.0,80.0,80.0
APP_NLIU_0149,Rule_3_i_Passwords,91755,Exception_Handling_Failure,0,1,1,1,0,247738500.00000003,27526500.0,275265000.0,40.0,40.0
APP_NLIU_0150,Rule_3_ii_Financial_Data,934441,SQL_Injection,0,1,0,1,0,2803323000.0,350415375.0,3153738375.0,25.0,25.0
APP_NLIU_0151,Multi_Category_SPDI,1119906,CSRF,0,1,1,1,1,2687774400.0,335971800.0,3023746200.0,40.0,60.0
APP_NLIU_0152,Rule_3_ii_Financial_Data,707726,SSRF,1,1,1,1,0,1981632799.9999998,70772599.99999999,2052405399.9999998,80.0,80.0
APP_NLIU_0153,Rule_3_i_Passwords,863754,,0,1,1,1,1,1727508000.0,259126200.0,1986634200.0,40.0,60.0
APP_NLIU_0154,Rule_3_ii_Financial_Data,1942326,,0,1,1,1,0,3884652000.0,582697800.0,4467349800.0,40.0,40.0
APP_NLIU_0155,Multi_Category_SPDI,574601,Exception_Handling_Failure,1,1,1,0,0,1551422700.0,100555175.0,1651977875.0,65.0,65.0
APP_NLIU_0156,Rule_3_ii_Financial_Data,239729,CSRF,1,1,1,1,0,575349600.0,23972899.999999996,599322500.0,80.0,80.0
APP_NLIU_0157,Rule_3_iii_v_Health_Medical_Records,762071,SSRF,1,1,1,1,1,2133798799.9999998,76207099.99999999,2210005899.9999995,80.0,100.0
APP_NLIU_0158,Rule_3_vi_Biometric_Information,1342752,,1,0,1,1,0,2685504000.0,302119199.99999994,2987623200.0,55.00000000000001,55.00000000000001
APP_NLIU_0159,Rule_3_ii_Financial_Data,1538755,XSS,1,0,1,1,1,3385261000.0000005,346219874.99999994,3731480875.0000005,55.00000000000001,75.0
APP_NLIU_0160,Rule_3_iii_v_Health_Medical_Records,153430,SSRF,1,1,0,0,0,429604000.0,26850250.0,456454250.0,65.0,65.0
APP_NLIU_0161,Rule_3_ii_Financial_Data,1046431,Exception_Handling_Failure,1,1,0,1,0,2825363700.0,183125425.0,3008489125.0,65.0,65.0
APP_NLIU_0162,Rule_3_iii_v_Health_Medical_Records,1901718,SQL_Injection,0,0,1,0,1,5705154000.0,950859000.0,6656013000.0,0.0,20.0
APP_NLIU_0163,Rule_3_iii_v_Health_Medical_Records,1411046,CSRF,1,1,1,1,0,3386510400.0,141104599.99999997,3527615000.0,80.0,80.0
APP_NLIU_0164,Rule_3_iii_v_Health_Medical_Records,1401877,XSS,1,0,0,0,0,3084129400.0000005,420563100.0,3504692500.0000005,40.0,40.0
APP_NLIU_0165,Rule_3_i_Passwords,447037,SQL_Injection,0,0,0,1,0,1341111000.0,223518500.0,1564629500.0,0.0,0.0
APP_NLIU_0166,Rule_3_vi_Biometric_Information,33365,,1,0,1,1,0,66730000.0,7507124.999999999,74237125.0,55.00000000000001,55.00000000000001
APP_NLIU_0167,Rule_3_ii_Financial_Data,1328909,SSRF,0,1,1,1,0,3720945200.0,398672700.0,4119617900.0,40.0,40.0
APP_NLIU_0168,Rule_3_i_Passwords,1523541,SQL_Injection,1,1,1,1,0,4570623000.0,152354099.99999997,4722977100.0,80.0,80.0
APP_NLIU_0169,Rule_3_i_Passwords,1585112,SSRF,1,0,0,1,0,4438313600.0,475533600.0,4913847200.0,40.0,40.0
APP_NLIU_0170,Rule_3_iii_v_Health_Medical_Records,1057945,,0,1,0,1,1,2115890000.0,396729375.0,2512619375.0,25.0,45.0
APP_NLIU_0171,Rule_3_iii_v_Health_Medical_Records,461979,XSS,1,0,1,0,1,1016353800.0000001,138593700.0,1154947500.0,40.0,60.0
APP_NLIU_0172,Rule_3_i_Passwords,1979130,XSS,1,1,1,1,0,4354086000.0,197912999.99999997,4551999000.0,80.0,80.0
APP_NLIU_0173,Rule_3_iii_v_Health_Medical_Records,1868613,SQL_Injection,1,0,1,0,1,5605839000.0,560583900.0,6166422900.0,40.0,60.0
APP_NLIU_0174,Rule_3_ii_Financial_Data,1889624,SQL_Injection,1,1,1,1,0,5668872000.0,188962399.99999997,5857834400.0,80.0,80.0
APP_NLIU_0175,Rule_3_iii_v_Health_Medical_Records,1501271,XSS,0,1,1,1,1,3302796200.0000005,450381300.0,3753177500.0000005,40.0,60.0
APP_NLIU_0176,Rule_3_i_Passwords,370863,,1,1,1,1,1,741726000.0,37086299.99999999,778812300.0,80.0,100.0
APP_NLIU_0177,Rule_3_iii_v_Health_Medical_Records,1225531,,1,0,0,1,1,2451062000.0,367659300.0,2818721300.0,40.0,60.0
APP_NLIU_0178,Rule_3_ii_Financial_Data,1610919,SQL_Injection,0,0,1,1,1,4832757000.0,684640575.0,5517397575.0,15.0,35.0
APP_NLIU_0179,Multi_Category_SPDI,1777667,XSS,1,1,0,1,0,3910867400.0000005,311091725.0,4221959125.0000005,65.0,65.0
APP_NLIU_0180,Rule_3_i_Passwords,1432400,,1,1,1,0,0,2864800000.0,250669999.99999997,3115470000.0,65.0,65.0
APP_NLIU_0181,Rule_3_ii_Financial_Data,274594,CSRF,1,1,0,1,1,659025600.0,48053950.0,707079550.0,65.0,85.0
APP_NLIU_0182,Rule_3_i_Passwords,1187573,,0,1,0,1,0,2375146000.0,445339875.0,2820485875.0,25.0,25.0
